Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Moussa DiabatÃ©,CHO,ATL,L,9.83,1,2,0.5,0,0,0.0,0,2,0.0,1,3,4,0,0,0,0,1,2,1.4,2024-10-25
Marcus Sasser,DET,CLE,L,1.45,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,1.4,2024-10-25
Collin Sexton,UTA,GSW,L,20.57,4,13,0.308,0,2,0.0,4,5,0.8,1,1,2,1,0,0,4,1,12,1.4,2024-10-25
Jock Landale,HOU,MEM,W,6.47,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,1.3,2024-10-25
Andrew Nembhard,IND,NYK,L,21.42,1,3,0.333,0,2,0.0,0,0,0.0,0,2,2,2,2,0,3,0,2,1.3,2024-10-25
Jusuf NurkiÄ,PHO,LAL,L,18.42,1,5,0.2,0,3,0.0,2,2,1.0,1,6,7,4,0,1,4,4,4,1.3,2024-10-25
D.J. Carton,TOR,PHI,W,15.72,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,3,2,0,1,1,0,1.2,2024-10-25
Jamal Shead,TOR,PHI,W,25.48,4,11,0.364,1,2,0.5,2,2,1.0,0,2,2,5,0,0,7,2,11,1.2,2024-10-25
Ayo Dosunmu,CHI,MIL,W,27.6,1,8,0.125,0,5,0.0,0,0,0.0,0,5,5,5,0,1,1,1,2,1.1,2024-10-25
Jared McCain,PHI,TOR,L,3.93,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,2024-10-25
Georges Niang,CLE,DET,W,15.33,1,3,0.333,1,2,0.5,0,0,0.0,0,5,5,0,0,0,1,2,3,1.0,2024-10-25
Bruno Fernando,TOR,PHI,W,7.62,0,2,0.0,0,0,0.0,2,2,1.0,4,2,6,0,0,1,3,2,2,0.9,2024-10-25
Vasilije MiciÄ,CHO,ATL,L,18.6,1,6,0.167,0,3,0.0,0,0,0.0,3,3,6,1,0,0,1,0,2,0.9,2024-10-25
Yuki Kawamura,MEM,HOU,L,3.57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7,2024-10-25
Jonathan Kuminga,GSW,UTA,W,17.67,1,5,0.2,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,0,2,0.6,2024-10-25
Jae'Sean Tate,HOU,MEM,W,2.22,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,0.6,2024-10-25
Jaylen Wells,MEM,HOU,L,21.12,3,14,0.214,1,5,0.2,1,2,0.5,2,2,4,0,0,0,0,1,8,0.6,2024-10-25
Javonte Green,NOP,POR,W,19.35,1,3,0.333,0,1,0.0,1,1,1.0,1,1,2,0,0,0,1,2,3,0.5,2024-10-25
Ariel Hukporti,NYK,IND,W,5.72,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,2,1,1,0,0.3,2024-10-25
Vit Krejci,ATL,CHO,W,14.75,1,2,0.5,0,1,0.0,1,2,0.5,0,0,0,0,1,1,1,5,3,0.3,2024-10-25
Jose Alvarado,NOP,POR,W,13.2,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,4,3,0,4,3,0,0.2,2024-10-25
Aaron Nesmith,IND,NYK,L,17.72,2,5,0.4,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,3,4,0.1,2024-10-25
Cody Williams,UTA,GSW,L,25.2,1,6,0.167,0,3,0.0,0,0,0.0,0,3,3,2,1,0,1,1,2,0.1,2024-10-25
Kyle Filipowski,UTA,GSW,L,3.73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Aaron Holiday,HOU,MEM,W,2.22,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,2024-10-25
Talen Horton-Tucker,CHI,MIL,W,1.17,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Wendell Moore,DET,CLE,L,1.45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Craig Porter,CLE,DET,W,1.28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Tyler Smith,MIL,CHI,L,1.82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Garrett Temple,TOR,PHI,W,0.22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Jacob Toppin,NYK,IND,W,2.13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Jaylon Tyson,CLE,DET,W,1.28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-25
Keon Johnson,BRK,ORL,L,2.07,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-0.1,2024-10-25
Pat Connaughton,MIL,CHI,L,16.55,1,6,0.167,1,5,0.2,0,0,0.0,2,3,5,1,0,0,2,1,3,-0.2,2024-10-25
Gradey Dick,TOR,PHI,W,23.97,3,9,0.333,1,4,0.25,1,1,1.0,0,1,1,0,1,0,2,6,8,-0.2,2024-10-25
Jabari Walker,POR,NOP,L,16.92,1,3,0.333,0,2,0.0,0,0,0.0,0,4,4,0,0,0,1,2,2,-0.3,2024-10-25
Adem Bona,PHI,TOR,L,0.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-25
AJ Johnson,MIL,CHI,L,1.82,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-10-25
Ben Sheppard,IND,NYK,L,11.55,2,4,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,6,4,-0.4,2024-10-25
Taylor Hendricks,UTA,GSW,L,24.72,0,6,0.0,0,4,0.0,0,0,0.0,1,6,7,0,2,2,1,3,0,-0.5,2024-10-25
Sam Merrill,CLE,DET,W,15.8,0,4,0.0,0,4,0.0,0,0,0.0,0,1,1,2,1,0,0,1,0,-0.5,2024-10-25
Brandon Clarke,MEM,HOU,L,11.9,1,5,0.2,0,1,0.0,1,2,0.5,1,2,3,0,0,0,1,1,3,-0.6,2024-10-25
Paul Reed,DET,CLE,L,6.63,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,2,0,0,-0.6,2024-10-25
Daniss Jenkins,DET,CLE,L,1.45,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-25
Gui Santos,GSW,UTA,W,5.93,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,1,2,0,-0.9,2024-10-25
Isaiah Stewart,DET,CLE,L,11.47,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,1,1,1,3,5,0,-1.3,2024-10-25
Ricky Council,PHI,TOR,L,4.23,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2024-10-25
MarJon Beauchamp,MIL,CHI,L,1.82,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.7,2024-10-25
Reggie Jackson,PHI,TOR,L,3.42,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.7,2024-10-25
Pacome Dadiet,NYK,IND,W,4.4,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-1.8,2024-10-25
Jeremiah Robinson-Earl,NOP,POR,W,4.23,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,2,1,0,-1.8,2024-10-25
Oso Ighodaro,PHO,LAL,L,6.23,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,3,0,-1.9,2024-10-25
Johnny Furphy,IND,NYK,L,4.98,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.1,2024-10-25
Tyrese Haliburton,IND,NYK,L,25.85,0,8,0.0,0,7,0.0,0,0,0.0,0,1,1,5,1,0,1,2,0,-2.6,2024-10-25
De'Anthony Melton,GSW,UTA,W,13.77,0,4,0.0,0,3,0.0,0,0,0.0,1,0,1,4,0,1,2,5,0,-2.6,2024-10-25
Jalen Wilson,BRK,ORL,L,13.17,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,2,1,0,2,4,0,-3.0,2024-10-25
Domantas Sabonis,SAC,LAL,L,36.75,10,14,0.714,1,3,0.333,8,9,0.889,3,9,12,10,1,1,2,3,29,33.1,2024-10-26
Nikola JokiÄ,DEN,LAC,L,36.77,14,26,0.538,7,12,0.583,6,8,0.75,3,6,9,4,2,1,5,2,41,31.2,2024-10-26
Anthony Davis,LAL,SAC,W,37.75,10,15,0.667,1,2,0.5,10,13,0.769,3,6,9,2,3,2,2,1,31,30.6,2024-10-26
Luka DonÄiÄ,DAL,PHO,L,39.4,12,25,0.48,5,13,0.385,11,12,0.917,1,9,10,4,0,1,2,4,40,30.2,2024-10-26
Norman Powell,LAC,DEN,W,33.18,14,21,0.667,7,11,0.636,2,3,0.667,1,2,3,0,1,0,0,1,37,29.4,2024-10-26
LeBron James,LAL,SAC,W,33.77,12,22,0.545,4,9,0.444,4,4,1.0,0,14,14,10,0,1,5,3,32,27.1,2024-10-26
Jimmy Butler,MIA,CHO,W,36.9,7,15,0.467,1,3,0.333,11,17,0.647,4,4,8,8,2,1,1,2,26,26.4,2024-10-26
Jayson Tatum,BOS,DET,W,38.13,12,26,0.462,6,13,0.462,7,9,0.778,1,3,4,2,2,1,1,5,37,25.5,2024-10-26
Donovan Mitchell,CLE,WAS,W,29.3,11,18,0.611,6,11,0.545,2,3,0.667,1,3,4,5,4,0,5,1,30,25.1,2024-10-26
Kevin Durant,PHO,DAL,W,39.37,10,21,0.476,4,8,0.5,7,9,0.778,0,9,9,2,1,1,1,0,31,24.3,2024-10-26
Jarrett Allen,CLE,WAS,W,25.07,10,10,1.0,0,0,0.0,3,4,0.75,1,4,5,1,1,2,0,1,23,24.2,2024-10-26
Jaden Ivey,DET,BOS,L,38.88,10,18,0.556,2,5,0.4,4,5,0.8,2,3,5,6,1,0,1,2,26,22.7,2024-10-26
James Harden,LAC,DEN,W,37.75,5,11,0.455,1,5,0.2,12,13,0.923,0,6,6,16,1,1,7,5,23,22.6,2024-10-26
Victor Wembanyama,SAS,HOU,W,30.2,10,17,0.588,2,5,0.4,7,8,0.875,1,6,7,1,0,3,3,3,29,21.8,2024-10-26
Santi Aldama,MEM,ORL,W,27.65,9,12,0.75,4,6,0.667,0,0,0.0,0,7,7,5,0,1,2,0,22,21.5,2024-10-26
Ivica Zubac,LAC,DEN,W,39.07,11,17,0.647,0,0,0.0,2,3,0.667,4,11,15,4,0,1,3,4,24,21.1,2024-10-26
De'Aaron Fox,SAC,LAL,L,41.0,9,20,0.45,3,10,0.3,7,8,0.875,0,5,5,10,2,0,6,3,28,20.5,2024-10-26
DeMar DeRozan,SAC,LAL,L,37.22,9,12,0.75,2,3,0.667,3,4,0.75,0,0,0,3,3,0,2,2,23,20.1,2024-10-26
Jalen Green,HOU,SAS,L,33.05,10,22,0.455,3,10,0.3,6,6,1.0,1,5,6,5,0,0,2,3,29,20.1,2024-10-26
Darius Garland,CLE,WAS,W,23.95,9,11,0.818,4,5,0.8,1,1,1.0,0,2,2,5,2,0,4,4,23,19.4,2024-10-26
Jalen Williams,OKC,CHI,W,32.07,10,22,0.455,1,4,0.25,3,3,1.0,2,7,9,8,0,0,2,1,24,19.3,2024-10-26
Shai Gilgeous-Alexander,OKC,CHI,W,29.5,9,21,0.429,2,9,0.222,3,3,1.0,2,6,8,2,4,0,1,1,23,19.1,2024-10-26
Jamal Murray,DEN,LAC,L,36.85,7,14,0.5,3,6,0.5,5,5,1.0,0,2,2,5,2,0,2,1,22,18.7,2024-10-26
Al Horford,BOS,DET,W,31.98,6,10,0.6,5,8,0.625,0,0,0.0,2,3,5,1,3,0,0,0,17,18.4,2024-10-26
Gradey Dick,TOR,MIN,L,29.52,9,16,0.563,4,9,0.444,3,3,1.0,0,1,1,2,1,0,1,2,25,18.3,2024-10-26
Julius Randle,MIN,TOR,W,35.83,9,16,0.563,1,4,0.25,5,7,0.714,3,6,9,5,0,0,4,2,24,18.2,2024-10-26
Rudy Gobert,MIN,TOR,W,38.98,6,8,0.75,0,0,0.0,3,4,0.75,2,10,12,1,1,4,1,3,15,18.1,2024-10-26
Jalen Suggs,ORL,MEM,L,30.65,6,17,0.353,5,13,0.385,4,4,1.0,0,7,7,3,4,1,2,1,21,18.0,2024-10-26
LaMelo Ball,CHO,MIA,L,36.52,9,22,0.409,2,10,0.2,7,8,0.875,2,6,8,7,1,0,5,5,27,16.9,2024-10-26
Fred VanVleet,HOU,SAS,L,38.62,5,12,0.417,4,10,0.4,4,4,1.0,0,2,2,7,3,0,2,3,18,16.9,2024-10-26
Jalen Duren,DET,BOS,L,28.73,7,7,1.0,0,0,0.0,1,2,0.5,3,6,9,2,0,2,2,1,15,16.8,2024-10-26
Payton Pritchard,BOS,DET,W,19.28,5,8,0.625,5,7,0.714,4,4,1.0,0,2,2,0,1,0,0,1,19,16.6,2024-10-26
Devin Booker,PHO,DAL,W,37.1,4,12,0.333,2,8,0.25,11,12,0.917,0,1,1,5,1,0,1,3,21,16.4,2024-10-26
Tyler Herro,MIA,CHO,W,32.62,7,15,0.467,3,7,0.429,5,6,0.833,1,4,5,5,1,0,3,3,22,16.1,2024-10-26
Chet Holmgren,OKC,CHI,W,28.77,8,18,0.444,0,5,0.0,5,8,0.625,3,13,16,0,1,2,2,2,21,16.0,2024-10-26
Rui Hachimura,LAL,SAC,W,37.33,5,13,0.385,2,2,1.0,6,6,1.0,4,5,9,3,0,0,1,1,18,15.9,2024-10-26
Nikola VuÄeviÄ,CHI,OKC,L,32.52,7,12,0.583,2,2,1.0,2,2,1.0,3,10,13,2,0,1,3,2,18,15.8,2024-10-26
Jay Huff,MEM,ORL,W,19.13,7,9,0.778,3,5,0.6,1,1,1.0,0,2,2,0,0,1,0,1,18,15.4,2024-10-26
Bilal Coulibaly,WAS,CLE,L,35.17,9,16,0.563,4,9,0.444,1,1,1.0,3,3,6,1,0,0,3,2,23,15.3,2024-10-26
Jaylen Brown,BOS,DET,W,38.15,6,24,0.25,3,9,0.333,9,10,0.9,3,7,10,5,1,0,2,2,24,15.1,2024-10-26
Zach LaVine,CHI,OKC,L,34.27,6,13,0.462,4,9,0.444,6,7,0.857,0,9,9,3,2,1,7,1,22,15.0,2024-10-26
Jordan Poole,WAS,CLE,L,23.75,4,9,0.444,4,7,0.571,2,2,1.0,0,1,1,6,3,0,1,2,14,15.0,2024-10-26
Kyrie Irving,DAL,PHO,L,38.7,9,22,0.409,2,5,0.4,2,2,1.0,0,2,2,5,3,0,1,4,22,14.7,2024-10-26
Jeremy Sochan,SAS,HOU,W,36.87,8,14,0.571,0,1,0.0,1,2,0.5,3,9,12,3,2,0,3,3,17,14.7,2024-10-26
D'Angelo Russell,LAL,SAC,W,32.47,6,11,0.545,3,6,0.5,1,1,1.0,1,3,4,5,2,0,2,3,16,14.6,2024-10-26
Derrick White,BOS,DET,W,39.37,6,14,0.429,0,6,0.0,5,5,1.0,2,4,6,3,0,3,1,2,17,14.6,2024-10-26
Scotty Pippen ,MEM,ORL,W,22.92,5,7,0.714,1,1,1.0,0,0,0.0,2,3,5,12,2,1,5,5,11,14.5,2024-10-26
Franz Wagner,ORL,MEM,L,34.33,7,16,0.438,4,10,0.4,5,6,0.833,1,6,7,3,2,0,6,2,23,14.0,2024-10-26
Terry Rozier,MIA,CHO,W,31.6,7,12,0.583,3,6,0.5,2,2,1.0,0,5,5,3,0,0,2,3,19,13.8,2024-10-26
Ty Jerome,CLE,WAS,W,15.17,4,6,0.667,1,1,1.0,5,6,0.833,1,1,2,3,1,0,1,1,14,13.7,2024-10-26
Mike Conley,MIN,TOR,W,25.95,2,9,0.222,2,6,0.333,4,4,1.0,1,2,3,6,4,1,1,1,10,13.3,2024-10-26
Ja Morant,MEM,ORL,W,24.75,4,12,0.333,0,6,0.0,8,8,1.0,0,2,2,10,0,1,3,3,16,13.3,2024-10-26
Cade Cunningham,DET,BOS,L,40.52,9,22,0.409,2,8,0.25,1,3,0.333,0,6,6,10,1,4,7,2,21,13.2,2024-10-26
Anthony Edwards,MIN,TOR,W,39.18,9,21,0.429,5,12,0.417,1,3,0.333,0,6,6,4,1,1,4,3,24,13.2,2024-10-26
Keldon Johnson,SAS,HOU,W,29.43,5,11,0.455,1,3,0.333,5,6,0.833,1,7,8,0,1,0,0,2,16,12.9,2024-10-26
Ochai Agbaji,TOR,MIN,L,30.58,8,12,0.667,3,5,0.6,0,1,0.0,0,2,2,2,2,0,4,2,19,12.6,2024-10-26
Tyus Jones,PHO,DAL,W,30.78,3,7,0.429,2,3,0.667,0,0,0.0,0,5,5,7,1,1,0,0,8,12.4,2024-10-26
Nick Richards,CHO,MIA,L,34.6,5,8,0.625,0,1,0.0,2,3,0.667,4,8,12,1,1,3,3,4,12,12.4,2024-10-26
Caris LeVert,CLE,WAS,W,19.18,3,4,0.75,2,2,1.0,2,2,1.0,0,0,0,4,0,2,0,1,10,12.2,2024-10-26
Keegan Murray,SAC,LAL,L,39.75,5,11,0.455,2,7,0.286,2,2,1.0,1,3,4,1,2,2,1,2,14,12.2,2024-10-26
Malik Beasley,DET,BOS,L,20.32,5,10,0.5,5,8,0.625,2,2,1.0,0,3,3,0,0,0,1,0,17,11.9,2024-10-26
Christian Braun,DEN,LAC,L,34.27,4,6,0.667,1,1,1.0,2,2,1.0,1,6,7,1,1,2,1,3,11,11.8,2024-10-26
Tre Mann,CHO,MIA,L,31.75,5,11,0.455,2,5,0.4,2,2,1.0,0,5,5,4,1,0,1,2,14,11.8,2024-10-26
Jusuf NurkiÄ,PHO,DAL,W,30.47,7,12,0.583,0,2,0.0,4,8,0.5,3,11,14,1,0,1,5,2,18,11.8,2024-10-26
Nikola JoviÄ,MIA,CHO,W,29.85,3,7,0.429,2,5,0.4,2,2,1.0,0,4,4,6,2,0,1,3,10,11.5,2024-10-26
Seth Curry,CHO,MIA,L,29.33,6,12,0.5,3,6,0.5,0,0,0.0,2,2,4,2,0,0,0,3,15,11.2,2024-10-26
Kevin Huerter,SAC,LAL,L,26.37,5,9,0.556,4,7,0.571,0,0,0.0,0,2,2,1,2,0,1,2,14,11.2,2024-10-26
Scottie Barnes,TOR,MIN,L,36.82,9,19,0.474,1,4,0.25,1,2,0.5,3,5,8,6,1,0,6,4,20,11.1,2024-10-26
Austin Reaves,LAL,SAC,W,33.53,7,12,0.583,2,4,0.5,0,0,0.0,4,3,7,6,0,0,6,3,16,11.1,2024-10-26
Alex Sarr,WAS,CLE,L,24.98,4,10,0.4,2,6,0.333,2,2,1.0,2,4,6,1,1,2,0,3,12,11.1,2024-10-26
Malik Monk,SAC,LAL,L,27.83,6,14,0.429,2,7,0.286,0,0,0.0,0,3,3,5,1,0,0,3,14,10.8,2024-10-26
Harrison Barnes,SAS,HOU,W,27.7,4,6,0.667,2,3,0.667,1,1,1.0,0,3,3,1,0,1,0,0,11,10.7,2024-10-26
Miles Bridges,CHO,MIA,L,34.78,6,14,0.429,2,6,0.333,2,4,0.5,2,7,9,2,0,1,2,2,16,10.6,2024-10-26
Klay Thompson,DAL,PHO,L,33.33,7,16,0.438,5,12,0.417,0,0,0.0,0,3,3,1,1,0,1,4,19,10.6,2024-10-26
Dillon Brooks,HOU,SAS,L,35.32,6,12,0.5,4,7,0.571,0,0,0.0,1,1,2,1,1,1,1,5,16,10.4,2024-10-26
Jaden McDaniels,MIN,TOR,W,33.45,4,5,0.8,1,1,1.0,0,0,0.0,1,2,3,2,1,2,1,2,9,10.4,2024-10-26
Jock Landale,HOU,SAS,L,13.62,5,7,0.714,0,0,0.0,3,4,0.75,0,2,2,0,0,0,0,0,13,10.3,2024-10-26
Royce O'Neale,PHO,DAL,W,26.52,2,6,0.333,1,5,0.2,2,2,1.0,2,7,9,4,0,1,0,2,7,9.8,2024-10-26
Evan Mobley,CLE,WAS,W,32.3,4,13,0.308,0,2,0.0,5,7,0.714,1,12,13,4,0,2,2,4,13,9.6,2024-10-26
Naz Reid,MIN,TOR,W,21.18,3,7,0.429,0,2,0.0,4,4,1.0,1,3,4,1,1,0,0,0,10,9.6,2024-10-26
Bam Adebayo,MIA,CHO,W,32.62,6,17,0.353,0,2,0.0,0,1,0.0,4,7,11,3,1,1,1,1,12,9.4,2024-10-26
Desmond Bane,MEM,ORL,W,28.05,5,10,0.5,2,6,0.333,1,1,1.0,1,6,7,2,2,0,3,4,13,9.3,2024-10-26
Jared Butler,WAS,CLE,L,11.18,3,4,0.75,1,1,1.0,1,2,0.5,0,1,1,3,1,1,0,2,8,9.3,2024-10-26
Cason Wallace,OKC,CHI,W,29.3,4,11,0.364,0,4,0.0,1,1,1.0,1,5,6,2,3,0,0,1,9,9.1,2024-10-26
Paolo Banchero,ORL,MEM,L,36.92,4,12,0.333,1,4,0.25,7,13,0.538,3,4,7,3,1,0,3,3,16,9.0,2024-10-26
Dereck Lively,DAL,PHO,L,21.3,2,2,1.0,0,0,0.0,1,2,0.5,4,7,11,3,0,0,1,3,5,8.8,2024-10-26
Alec Burks,MIA,CHO,W,24.88,3,4,0.75,3,4,0.75,0,0,0.0,0,2,2,0,0,1,0,0,9,8.7,2024-10-26
Julian Champagnie,SAS,HOU,W,25.22,4,8,0.5,2,4,0.5,2,2,1.0,3,3,6,0,0,0,2,1,12,8.6,2024-10-26
Jett Howard,ORL,MEM,L,11.55,4,6,0.667,3,5,0.6,0,0,0.0,0,2,2,0,0,0,0,1,11,8.6,2024-10-26
Kris Dunn,LAC,DEN,W,18.63,4,6,0.667,3,5,0.6,0,0,0.0,1,5,6,1,0,0,1,5,11,8.3,2024-10-26
Jonas ValanÄiÅ«nas,WAS,CLE,L,21.12,4,7,0.571,0,0,0.0,2,2,1.0,4,4,8,0,1,0,3,1,10,8.3,2024-10-26
Donte DiVincenzo,MIN,TOR,W,23.35,5,15,0.333,4,11,0.364,2,2,1.0,0,2,2,2,1,0,2,1,16,8.1,2024-10-26
Jamison Battle,TOR,MIN,L,18.8,3,8,0.375,1,4,0.25,2,2,1.0,2,4,6,1,0,0,0,0,9,7.9,2024-10-26
Daniel Gafford,DAL,PHO,L,18.15,3,7,0.429,0,0,0.0,1,2,0.5,4,4,8,4,0,0,1,2,7,7.9,2024-10-26
Kyle Kuzma,WAS,CLE,L,24.28,3,16,0.188,0,4,0.0,8,10,0.8,3,5,8,3,0,0,1,0,14,7.9,2024-10-26
Isaiah Stewart,DET,BOS,L,18.87,3,3,1.0,0,0,0.0,0,0,0.0,2,3,5,3,1,0,1,4,6,7.9,2024-10-26
Ryan Dunn,PHO,DAL,W,21.17,5,8,0.625,3,6,0.5,0,0,0.0,1,0,1,1,0,0,1,5,13,7.8,2024-10-26
Simone Fontecchio,DET,BOS,L,18.18,3,6,0.5,3,5,0.6,2,2,1.0,0,2,2,0,0,0,0,2,11,7.8,2024-10-26
Julian Strawther,DEN,LAC,L,16.2,3,5,0.6,2,2,1.0,0,0,0.0,1,1,2,3,2,0,1,5,8,7.8,2024-10-26
Aaron Gordon,DEN,LAC,L,35.85,3,10,0.3,1,4,0.25,3,4,0.75,2,3,5,2,1,0,0,2,10,7.7,2024-10-26
Jakob Poeltl,TOR,MIN,L,29.97,4,9,0.444,0,0,0.0,0,0,0.0,3,7,10,3,1,1,2,4,8,7.7,2024-10-26
Marvin Bagley,WAS,CLE,L,9.77,2,5,0.4,0,2,0.0,5,5,1.0,3,3,6,0,0,1,2,1,9,7.6,2024-10-26
Josh Giddey,CHI,OKC,L,26.43,6,14,0.429,2,6,0.333,0,0,0.0,2,5,7,4,0,0,4,2,14,7.5,2024-10-26
Sam Merrill,CLE,WAS,W,19.58,3,8,0.375,3,7,0.429,2,2,1.0,1,1,2,1,1,0,1,2,11,7.5,2024-10-26
Thomas Bryant,MIA,CHO,W,11.63,3,4,0.75,0,0,0.0,0,0,0.0,1,0,1,2,1,1,0,2,6,7.4,2024-10-26
Marcus Smart,MEM,ORL,W,21.35,4,8,0.5,1,3,0.333,0,0,0.0,0,0,0,3,2,1,2,1,9,7.4,2024-10-26
Michael Porter,DEN,LAC,L,37.97,4,13,0.308,0,6,0.0,1,1,1.0,2,7,9,3,2,0,1,2,9,7.3,2024-10-26
Jaren Jackson,MEM,ORL,W,22.55,4,10,0.4,0,2,0.0,5,9,0.556,1,3,4,1,1,0,1,3,13,7.1,2024-10-26
Julian Phillips,CHI,OKC,L,14.93,3,6,0.5,2,5,0.4,1,1,1.0,0,1,1,0,1,0,0,1,9,6.9,2024-10-26
Tari Eason,HOU,SAS,L,18.32,3,6,0.5,0,2,0.0,0,0,0.0,0,2,2,2,3,1,1,3,6,6.5,2024-10-26
Cody Martin,CHO,MIA,L,27.48,4,9,0.444,2,6,0.333,0,0,0.0,2,1,3,2,1,1,2,4,10,6.5,2024-10-26
Malaki Branham,SAS,HOU,W,13.68,3,5,0.6,0,0,0.0,1,1,1.0,0,3,3,2,0,2,2,0,7,6.4,2024-10-26
Anthony Black,ORL,MEM,L,20.38,4,8,0.5,0,1,0.0,2,2,1.0,0,1,1,3,0,1,2,2,10,6.3,2024-10-26
Jake LaRavia,MEM,ORL,W,23.03,1,1,1.0,0,0,0.0,1,2,0.5,1,6,7,2,1,0,1,0,3,6.2,2024-10-26
Cam Whitmore,HOU,SAS,L,20.78,4,10,0.4,0,3,0.0,2,3,0.667,1,2,3,0,0,1,0,0,10,6.2,2024-10-26
Jaylen Wells,MEM,ORL,W,17.57,2,6,0.333,1,1,1.0,2,2,1.0,1,1,2,2,0,0,0,0,7,6.0,2024-10-26
Monte Morris,PHO,DAL,W,16.47,2,7,0.286,1,4,0.25,3,4,0.75,1,2,3,3,0,0,1,0,8,5.9,2024-10-26
Moritz Wagner,ORL,MEM,L,12.38,4,8,0.5,1,3,0.333,0,0,0.0,2,1,3,0,0,1,0,4,9,5.8,2024-10-26
Tim Hardaway,DET,BOS,L,36.8,2,7,0.286,1,5,0.2,4,4,1.0,0,2,2,2,0,0,0,3,9,5.7,2024-10-26
Bruno Fernando,TOR,MIN,L,12.32,2,4,0.5,0,0,0.0,2,2,1.0,2,1,3,1,1,2,2,3,6,5.6,2024-10-26
Jaime Jaquez,MIA,CHO,W,21.67,2,4,0.5,2,2,1.0,0,0,0.0,2,4,6,4,1,0,4,2,6,5.6,2024-10-26
Nickeil Alexander-Walker,MIN,TOR,W,16.47,1,2,0.5,1,1,1.0,1,2,0.5,0,1,1,4,0,0,0,1,4,5.3,2024-10-26
Brandon Clarke,MEM,ORL,W,17.57,2,5,0.4,0,1,0.0,1,1,1.0,0,5,5,1,2,0,0,3,5,5.3,2024-10-26
Corey Kispert,WAS,CLE,L,26.38,4,9,0.444,2,6,0.333,0,0,0.0,0,1,1,2,0,0,1,2,10,5.2,2024-10-26
Dalton Knecht,LAL,SAC,W,20.17,4,7,0.571,2,5,0.4,0,0,0.0,0,0,0,1,0,0,1,3,10,5.2,2024-10-26
Zach Collins,SAS,HOU,W,17.8,1,4,0.25,0,0,0.0,2,2,1.0,2,6,8,2,0,0,0,3,4,5.0,2024-10-26
Jrue Holiday,BOS,DET,W,35.65,2,5,0.4,2,3,0.667,1,2,0.5,1,2,3,4,0,1,3,2,7,4.9,2024-10-26
